伝票日付,号数,売番号,船名,船主名,問屋名,漁法名,船籍名,生冷区分,魚種名,単位,単価,個数,数量,金額,消費税,取引日
20120305,31,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,539 ,1,142.6 ,76861 ,3843 ,20120305
20120305,32,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1030 ,1,95.8 ,98674 ,4934 ,20120305
20120305,33,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1080 ,1,98.8 ,106704 ,5335 ,20120305
20120305,34,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1150 ,1,97.2 ,111780 ,5589 ,20120305
20120305,35,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,977 ,1,92.6 ,90470 ,4524 ,20120305
20120305,36,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,900 ,1,94.2 ,84780 ,4239 ,20120305
20120305,37,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1080 ,1,94.4 ,101952 ,5098 ,20120305
20120305,38,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1240 ,1,92.8 ,115072 ,5754 ,20120305
20120305,39,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1150 ,1,93.4 ,107410 ,5371 ,20120305
20120305,40,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1060 ,1,90.4 ,95824 ,4791 ,20120305
20120305,41,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1270 ,1,97.6 ,123952 ,6198 ,20120305
20120305,42,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,969 ,1,95.2 ,92249 ,4612 ,20120305
20120305,43,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,808 ,1,105.6 ,85325 ,4266 ,20120305
20120305,44,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,969 ,1,101.8 ,98644 ,4932 ,20120305
20120305,45,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1040 ,1,112.0 ,116480 ,5824 ,20120305
20120305,46,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,889 ,1,121.2 ,107747 ,5387 ,20120305
20120305,47,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,789 ,1,80.6 ,63593 ,3180 ,20120305
20120305,48,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,660 ,1,86.0 ,56760 ,2838 ,20120305
20120305,49,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1120 ,1,81.8 ,91616 ,4581 ,20120305
20120305,50,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1000 ,1,85.0 ,85000 ,4250 ,20120305
20120305,51,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1070 ,1,84.0 ,89880 ,4494 ,20120305
20120305,52,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1290 ,1,87.4 ,112746 ,5637 ,20120305
20120305,53,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1250 ,1,80.2 ,100250 ,5013 ,20120305
20120305,54,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1090 ,1,86.4 ,94176 ,4709 ,20120305
20120305,55,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1080 ,1,82.0 ,88560 ,4428 ,20120305
20120305,56,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1070 ,1,80.0 ,85600 ,4280 ,20120305
20120305,57,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,760 ,1,81.2 ,61712 ,3086 ,20120305
20120305,58,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,660 ,1,75.0 ,49500 ,2475 ,20120305
20120305,59,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1000 ,1,78.6 ,78600 ,3930 ,20120305
20120305,60,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1060 ,1,78.2 ,82892 ,4145 ,20120305
20120305,61,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,609 ,1,77.6 ,47258 ,2363 ,20120305
20120305,62,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1350 ,1,77.2 ,104220 ,5211 ,20120305
20120305,63,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,969 ,1,76.2 ,73838 ,3692 ,20120305
20120305,64,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1140 ,1,78.2 ,89148 ,4457 ,20120305
20120305,65,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,991 ,1,70.0 ,69370 ,3469 ,20120305
20120305,66,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,998 ,1,75.2 ,75050 ,3753 ,20120305
20120305,67,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1170 ,1,73.4 ,85878 ,4294 ,20120305
20120305,68,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,787 ,1,75.2 ,59182 ,2959 ,20120305
20120305,69,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1050 ,1,74.8 ,78540 ,3927 ,20120305
20120305,70,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,889 ,1,72.8 ,64719 ,3236 ,20120305
20120305,71,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1150 ,1,77.4 ,89010 ,4451 ,20120305
20120305,72,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,510 ,1,73.8 ,37638 ,1882 ,20120305
20120305,73,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,510 ,1,74.0 ,37740 ,1887 ,20120305
20120305,74,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,839 ,1,75.6 ,63428 ,3171 ,20120305
20120305,75,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,998 ,1,63.2 ,63074 ,3154 ,20120305
20120305,76,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1060 ,1,60.4 ,64024 ,3201 ,20120305
20120305,77,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1050 ,1,60.0 ,63000 ,3150 ,20120305
20120305,78,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,440 ,1,62.4 ,27456 ,1373 ,20120305
20120305,79,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1050 ,1,61.0 ,64050 ,3203 ,20120305
20120305,80,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1060 ,1,69.8 ,73988 ,3699 ,20120305
20120305,81,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1300 ,1,65.2 ,84760 ,4238 ,20120305
20120305,82,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,939 ,1,68.6 ,64415 ,3221 ,20120305
20120305,83,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1070 ,1,66.4 ,71048 ,3552 ,20120305
20120305,84,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1110 ,1,67.0 ,74370 ,3719 ,20120305
20120305,85,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1030 ,1,61.8 ,63654 ,3183 ,20120305
20120305,86,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1110 ,1,61.0 ,67710 ,3386 ,20120305
20120305,87,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,589 ,1,61.8 ,36400 ,1820 ,20120305
20120305,88,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1050 ,1,61.8 ,64890 ,3245 ,20120305
20120305,89,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,881 ,1,60.2 ,53036 ,2652 ,20120305
20120305,90,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1010 ,1,65.8 ,66458 ,3323 ,20120305
20120305,91,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1190 ,1,60.4 ,71876 ,3594 ,20120305
20120305,92,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,760 ,1,66.4 ,50464 ,2523 ,20120305
20120305,93,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,911 ,1,68.2 ,62130 ,3107 ,20120305
20120305,94,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,509 ,1,60.0 ,30540 ,1527 ,20120305
20120305,95,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1030 ,1,65.2 ,67156 ,3358 ,20120305
20120305,96,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1050 ,1,50.0 ,52500 ,2625 ,20120305
20120305,97,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,853 ,1,57.2 ,48792 ,2440 ,20120305
20120305,98,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,783 ,1,51.0 ,39933 ,1997 ,20120305
20120305,99,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1350 ,1,59.4 ,80190 ,4010 ,20120305
20120305,100,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:kg,1000 ,1,54.0 ,54000 ,2700 ,20120305
20120305,101,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1310 ,1,55.2 ,72312 ,3616 ,20120305
20120305,102,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1100 ,1,57.4 ,63140 ,3157 ,20120305
20120305,103,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,55.6 ,58380 ,2919 ,20120305
20120305,104,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,50.4 ,52920 ,2646 ,20120305
20120305,105,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,52.8 ,55440 ,2772 ,20120305
20120305,106,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1410 ,1,56.2 ,79242 ,3962 ,20120305
20120305,107,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1230 ,1,50.8 ,62484 ,3124 ,20120305
20120305,108,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1030 ,1,50.2 ,51706 ,2585 ,20120305
20120305,109,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,867 ,1,59.0 ,51153 ,2558 ,20120305
20120305,110,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1450 ,1,57.0 ,82650 ,4133 ,20120305
20120305,111,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,780 ,1,57.6 ,44928 ,2246 ,20120305
20120305,112,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,860 ,1,59.2 ,50912 ,2546 ,20120305
20120305,113,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1130 ,1,59.2 ,66896 ,3345 ,20120305
20120305,114,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1040 ,1,59.4 ,61776 ,3089 ,20120305
20120305,115,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1040 ,1,52.4 ,54496 ,2725 ,20120305
20120305,116,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1040 ,1,57.0 ,59280 ,2964 ,20120305
20120305,117,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,867 ,1,51.2 ,44390 ,2220 ,20120305
20120305,118,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,867 ,1,58.4 ,50633 ,2532 ,20120305
20120305,119,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1060 ,1,50.0 ,53000 ,2650 ,20120305
20120305,120,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,500 ,1,56.0 ,28000 ,1400 ,20120305
20120305,121,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,717 ,1,56.8 ,40726 ,2036 ,20120305
20120305,122,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,697 ,1,58.8 ,40984 ,2049 ,20120305
20120305,123,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1030 ,1,58.4 ,60152 ,3008 ,20120305
20120305,124,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1120 ,1,51.8 ,58016 ,2901 ,20120305
20120305,125,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,937 ,1,53.6 ,50223 ,2511 ,20120305
20120305,126,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,860 ,1,50.4 ,43344 ,2167 ,20120305
20120305,127,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,717 ,1,53.8 ,38575 ,1929 ,20120305
20120305,128,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,869 ,1,51.4 ,44667 ,2233 ,20120305
20120305,129,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,867 ,1,49.8 ,43177 ,2159 ,20120305
20120305,130,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,867 ,1,48.2 ,41789 ,2089 ,20120305
20120305,131,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,795 ,1,49.0 ,38955 ,1948 ,20120305
20120305,132,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,797 ,1,45.0 ,35865 ,1793 ,20120305
20120305,133,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1030 ,1,41.2 ,42436 ,2122 ,20120305
20120305,134,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1030 ,1,41.2 ,42436 ,2122 ,20120305
20120305,135,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,47.0 ,49350 ,2468 ,20120305
20120305,136,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1040 ,1,41.0 ,42640 ,2132 ,20120305
20120305,137,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,978 ,1,48.6 ,47531 ,2377 ,20120305
20120305,138,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,617 ,1,42.0 ,25914 ,1296 ,20120305
20120305,139,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1420 ,1,43.8 ,62196 ,3110 ,20120305
20120305,140,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,950 ,1,43.8 ,41610 ,2081 ,20120305
20120305,141,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,860 ,1,43.0 ,36980 ,1849 ,20120305
20120305,142,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1010 ,1,41.6 ,42016 ,2101 ,20120305
20120305,143,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1040 ,1,41.4 ,43056 ,2153 ,20120305
20120305,144,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,867 ,1,43.0 ,37281 ,1864 ,20120305
20120305,145,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,998 ,1,40.4 ,40319 ,2016 ,20120305
20120305,146,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1030 ,1,42.2 ,43466 ,2173 ,20120305
20120305,147,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,817 ,1,43.0 ,35131 ,1757 ,20120305
20120305,148,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,877 ,1,47.6 ,41745 ,2087 ,20120305
20120305,149,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,931 ,1,43.0 ,40033 ,2002 ,20120305
20120305,150,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,697 ,1,43.6 ,30389 ,1519 ,20120305
20120305,151,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,990 ,1,42.0 ,41580 ,2079 ,20120305
20120305,152,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,749 ,1,35.2 ,26365 ,1318 ,20120305
20120305,153,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,989 ,1,33.2 ,32835 ,1642 ,20120305
20120305,154,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,998 ,1,35.2 ,35130 ,1757 ,20120305
20120305,155,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1190 ,1,36.8 ,43792 ,2190 ,20120305
20120305,156,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1040 ,1,31.0 ,32240 ,1612 ,20120305
20120305,157,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,940 ,1,33.4 ,31396 ,1570 ,20120305
20120305,158,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1120 ,1,34.4 ,38528 ,1926 ,20120305
20120305,159,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,37.0 ,38850 ,1943 ,20120305
20120305,160,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,622 ,1,37.2 ,23138 ,1157 ,20120305
20120305,161,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,900 ,1,33.8 ,30420 ,1521 ,20120305
20120305,162,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,617 ,1,30.0 ,18510 ,926 ,20120305
20120305,163,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,998 ,1,31.8 ,31736 ,1587 ,20120305
20120305,164,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,35.6 ,37380 ,1869 ,20120305
20120305,165,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,31.8 ,33390 ,1670 ,20120305
20120305,166,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,35.0 ,36750 ,1838 ,20120305
20120305,167,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,32.2 ,33810 ,1691 ,20120305
20120305,168,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,860 ,1,37.0 ,31820 ,1591 ,20120305
20120305,169,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,800 ,1,37.6 ,30080 ,1504 ,20120305
20120305,170,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,860 ,1,30.6 ,26316 ,1316 ,20120305
20120305,171,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,989 ,1,39.4 ,38967 ,1948 ,20120305
20120305,172,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1090 ,1,38.6 ,42074 ,2104 ,20120305
20120305,173,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,877 ,1,39.8 ,34905 ,1745 ,20120305
20120305,174,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,860 ,1,35.6 ,30616 ,1531 ,20120305
20120305,175,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,969 ,1,30.0 ,29070 ,1454 ,20120305
20120305,176,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,860 ,1,32.4 ,27864 ,1393 ,20120305
20120305,177,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,860 ,1,33.2 ,28552 ,1428 ,20120305
20120305,178,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,700 ,1,30.4 ,21280 ,1064 ,20120305
20120305,179,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1120 ,1,30.4 ,34048 ,1702 ,20120305
20120305,180,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,857 ,1,34.0 ,29138 ,1457 ,20120305
20120305,181,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,867 ,1,35.0 ,30345 ,1517 ,20120305
20120305,182,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,34.8 ,36540 ,1827 ,20120305
20120305,183,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,966 ,1,35.2 ,34003 ,1700 ,20120305
20120305,184,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,887 ,1,35.4 ,31400 ,1570 ,20120305
20120305,185,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,30.4 ,31920 ,1596 ,20120305
20120305,186,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,522 ,1,38.0 ,19836 ,992 ,20120305
20120305,187,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,837 ,1,38.0 ,31806 ,1590 ,20120305
20120305,188,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1170 ,1,34.0 ,39780 ,1989 ,20120305
20120305,189,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,891 ,1,30.0 ,26730 ,1337 ,20120305
20120305,190,1,８福洋丸,福洋水産㈱,福洋水産㈱,鮪延縄,地　元　　　,0:生,め　か,0:㎏,391 ,1,31.8 ,12434 ,622 ,20120305
