伝票日付,号数,売番号,船名,船主名,問屋名,漁法名,船籍名,生冷区分,魚種名,単位,単価,個数,数量,金額,消費税,取引日
20130311,35,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1260 ,1,81.8 ,103068 ,5153 ,20130311
20130311,36,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,661 ,1,84.6 ,55921 ,2796 ,20130311
20130311,37,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1140 ,1,83.0 ,94620 ,4731 ,20130311
20130311,38,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1000 ,1,81.0 ,81000 ,4050 ,20130311
20130311,39,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1090 ,1,81.2 ,88508 ,4425 ,20130311
20130311,40,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1260 ,1,80.0 ,100800 ,5040 ,20130311
20130311,41,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,909 ,1,85.8 ,77992 ,3900 ,20130311
20130311,42,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1130 ,1,80.0 ,90400 ,4520 ,20130311
20130311,43,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1150 ,1,72.0 ,82800 ,4140 ,20130311
20130311,44,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,800 ,1,74.0 ,59200 ,2960 ,20130311
20130311,45,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1170 ,1,71.0 ,83070 ,4154 ,20130311
20130311,46,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1230 ,1,79.8 ,98154 ,4908 ,20130311
20130311,47,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1000 ,1,73.0 ,73000 ,3650 ,20130311
20130311,48,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1100 ,1,75.4 ,82940 ,4147 ,20130311
20130311,49,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,700 ,1,78.0 ,54600 ,2730 ,20130311
20130311,50,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1170 ,1,78.6 ,91962 ,4598 ,20130311
20130311,51,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1080 ,1,72.8 ,78624 ,3931 ,20130311
20130311,52,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1060 ,1,77.6 ,82256 ,4113 ,20130311
20130311,53,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1090 ,1,71.0 ,77390 ,3870 ,20130311
20130311,54,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1010 ,1,71.0 ,71710 ,3586 ,20130311
20130311,55,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1140 ,1,75.0 ,85500 ,4275 ,20130311
20130311,56,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,689 ,1,72.2 ,49746 ,2487 ,20130311
20130311,57,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,999 ,1,76.0 ,75924 ,3796 ,20130311
20130311,58,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1020 ,1,77.8 ,79356 ,3968 ,20130311
20130311,59,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1060 ,1,76.0 ,80560 ,4028 ,20130311
20130311,60,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1080 ,1,70.0 ,75600 ,3780 ,20130311
20130311,61,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1030 ,1,77.4 ,79722 ,3986 ,20130311
20130311,62,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1090 ,1,72.6 ,79134 ,3957 ,20130311
20130311,63,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,890 ,1,78.8 ,70132 ,3507 ,20130311
20130311,64,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1070 ,1,60.0 ,64200 ,3210 ,20130311
20130311,65,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,710 ,1,64.0 ,45440 ,2272 ,20130311
20130311,66,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,800 ,1,69.0 ,55200 ,2760 ,20130311
20130311,67,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1110 ,1,68.8 ,76368 ,3818 ,20130311
20130311,68,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1280 ,1,61.0 ,78080 ,3904 ,20130311
20130311,69,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1130 ,1,61.0 ,68930 ,3447 ,20130311
20130311,70,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,611 ,1,62.2 ,38004 ,1900 ,20130311
20130311,71,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1120 ,1,69.6 ,77952 ,3898 ,20130311
20130311,72,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1180 ,1,62.2 ,73396 ,3670 ,20130311
20130311,73,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,66.0 ,69300 ,3465 ,20130311
20130311,74,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1120 ,1,69.8 ,78176 ,3909 ,20130311
20130311,75,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1330 ,1,63.8 ,84854 ,4243 ,20130311
20130311,76,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1280 ,1,67.0 ,85760 ,4288 ,20130311
20130311,77,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1110 ,1,67.0 ,74370 ,3719 ,20130311
20130311,78,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1100 ,1,62.8 ,69080 ,3454 ,20130311
20130311,79,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1360 ,1,51.4 ,69904 ,3495 ,20130311
20130311,80,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1080 ,1,57.8 ,62424 ,3121 ,20130311
20130311,81,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,990 ,1,52.6 ,52074 ,2604 ,20130311
20130311,82,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1110 ,1,51.0 ,56610 ,2831 ,20130311
20130311,83,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1110 ,1,54.8 ,60828 ,3041 ,20130311
20130311,84,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1130 ,1,55.4 ,62602 ,3130 ,20130311
20130311,85,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1160 ,1,57.0 ,66120 ,3306 ,20130311
20130311,86,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1150 ,1,55.0 ,63250 ,3163 ,20130311
20130311,87,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1150 ,1,54.0 ,62100 ,3105 ,20130311
20130311,88,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1150 ,1,52.4 ,60260 ,3013 ,20130311
20130311,89,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1450 ,1,57.0 ,82650 ,4133 ,20130311
20130311,90,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,570 ,1,52.0 ,29640 ,1482 ,20130311
20130311,91,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,51.0 ,53550 ,2678 ,20130311
20130311,92,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,980 ,1,58.0 ,56840 ,2842 ,20130311
20130311,93,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1100 ,1,53.6 ,58960 ,2948 ,20130311
20130311,94,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1260 ,1,54.2 ,68292 ,3415 ,20130311
20130311,95,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1080 ,1,50.0 ,54000 ,2700 ,20130311
20130311,96,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,54.0 ,56700 ,2835 ,20130311
20130311,97,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1060 ,1,52.0 ,55120 ,2756 ,20130311
20130311,98,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,519 ,1,58.0 ,30102 ,1505 ,20130311
20130311,99,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,999 ,1,50.0 ,49950 ,2498 ,20130311
20130311,100,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1080 ,1,58.0 ,62640 ,3132 ,20130311
20130311,101,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,51.6 ,54180 ,2709 ,20130311
20130311,102,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,505 ,1,56.6 ,28583 ,1429 ,20130311
20130311,103,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,600 ,1,54.8 ,32880 ,1644 ,20130311
20130311,104,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,719 ,1,52.0 ,37388 ,1869 ,20130311
20130311,105,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,48.0 ,50400 ,2520 ,20130311
20130311,106,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1220 ,1,42.8 ,52216 ,2611 ,20130311
20130311,107,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,926 ,1,43.0 ,39818 ,1991 ,20130311
20130311,108,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,970 ,1,43.0 ,41710 ,2086 ,20130311
20130311,109,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1000 ,1,44.4 ,44400 ,2220 ,20130311
20130311,110,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,880 ,1,43.0 ,37840 ,1892 ,20130311
20130311,111,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1100 ,1,45.4 ,49940 ,2497 ,20130311
20130311,112,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,930 ,1,44.4 ,41292 ,2065 ,20130311
20130311,113,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1090 ,1,48.0 ,52320 ,2616 ,20130311
20130311,114,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,43.0 ,45150 ,2258 ,20130311
20130311,115,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,789 ,1,41.4 ,32665 ,1633 ,20130311
20130311,116,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1080 ,1,41.0 ,44280 ,2214 ,20130311
20130311,117,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1100 ,1,44.6 ,49060 ,2453 ,20130311
20130311,118,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,551 ,1,48.0 ,26448 ,1322 ,20130311
20130311,119,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1110 ,1,45.2 ,50172 ,2509 ,20130311
20130311,120,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1100 ,1,45.2 ,49720 ,2486 ,20130311
20130311,121,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1100 ,1,41.0 ,45100 ,2255 ,20130311
20130311,122,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,888 ,1,46.0 ,40848 ,2042 ,20130311
20130311,123,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1030 ,1,44.2 ,45526 ,2276 ,20130311
20130311,124,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,511 ,1,43.0 ,21973 ,1099 ,20130311
20130311,125,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1100 ,1,41.4 ,45540 ,2277 ,20130311
20130311,126,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1080 ,1,44.0 ,47520 ,2376 ,20130311
20130311,127,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,971 ,1,42.6 ,41365 ,2068 ,20130311
20130311,128,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1150 ,1,44.4 ,51060 ,2553 ,20130311
20130311,129,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1020 ,1,41.0 ,41820 ,2091 ,20130311
20130311,130,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,797 ,1,49.0 ,39053 ,1953 ,20130311
20130311,131,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1060 ,1,45.2 ,47912 ,2396 ,20130311
20130311,132,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1100 ,1,45.4 ,49940 ,2497 ,20130311
20130311,133,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1000 ,1,43.0 ,43000 ,2150 ,20130311
20130311,134,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1100 ,1,40.2 ,44220 ,2211 ,20130311
20130311,135,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1000 ,1,33.8 ,33800 ,1690 ,20130311
20130311,136,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,639 ,1,38.6 ,24665 ,1233 ,20130311
20130311,137,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1060 ,1,33.0 ,34980 ,1749 ,20130311
20130311,138,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,836 ,1,31.2 ,26083 ,1304 ,20130311
20130311,139,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1000 ,1,35.0 ,35000 ,1750 ,20130311
20130311,140,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,639 ,1,31.0 ,19809 ,990 ,20130311
20130311,141,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1000 ,1,34.6 ,34600 ,1730 ,20130311
20130311,142,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,500 ,1,39.8 ,19900 ,995 ,20130311
20130311,143,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,669 ,1,35.0 ,23415 ,1171 ,20130311
20130311,144,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,549 ,1,37.0 ,20313 ,1016 ,20130311
20130311,145,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1000 ,1,36.0 ,36000 ,1800 ,20130311
20130311,146,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,899 ,1,37.0 ,33263 ,1663 ,20130311
20130311,147,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1050 ,1,35.2 ,36960 ,1848 ,20130311
20130311,148,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1060 ,1,35.0 ,37100 ,1855 ,20130311
20130311,149,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1120 ,1,32.8 ,36736 ,1837 ,20130311
20130311,150,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1060 ,1,32.0 ,33920 ,1696 ,20130311
20130311,151,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,598 ,1,37.6 ,22485 ,1124 ,20130311
20130311,152,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1010 ,1,32.6 ,32926 ,1646 ,20130311
20130311,153,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1040 ,1,31.8 ,33072 ,1654 ,20130311
20130311,154,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,497 ,1,31.2 ,15506 ,775 ,20130311
20130311,155,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,460 ,1,38.0 ,17480 ,874 ,20130311
20130311,156,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,460 ,1,35.0 ,16100 ,805 ,20130311
20130311,157,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,900 ,1,31.6 ,28440 ,1422 ,20130311
20130311,158,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1060 ,1,34.2 ,36252 ,1813 ,20130311
20130311,159,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1060 ,1,35.8 ,37948 ,1897 ,20130311
20130311,160,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1000 ,1,32.0 ,32000 ,1600 ,20130311
20130311,161,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,1000 ,1,29.4 ,29400 ,1470 ,20130311
20130311,162,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,921 ,1,27.6 ,25420 ,1271 ,20130311
20130311,163,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,990 ,1,29.0 ,28710 ,1436 ,20130311
20130311,164,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,921 ,1,29.6 ,27262 ,1363 ,20130311
20130311,165,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,951 ,1,27.4 ,26057 ,1303 ,20130311
20130311,166,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,600 ,1,27.0 ,16200 ,810 ,20130311
20130311,167,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,921 ,1,29.0 ,26709 ,1335 ,20130311
20130311,168,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,789 ,1,25.6 ,20198 ,1010 ,20130311
20130311,169,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,921 ,1,28.0 ,25788 ,1289 ,20130311
20130311,170,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,め　か,0:㎏,500 ,1,29.4 ,14700 ,735 ,20130311
20130311,1,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,小めか,0:㎏,780 ,0,20.0 ,15600 ,780 ,20130311
20130311,2,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,小めか,0:㎏,780 ,0,20.0 ,15600 ,780 ,20130311
20130311,3,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,小めか,0:㎏,690 ,0,23.4 ,16146 ,807 ,20130311
20130311,4,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,小めか,0:㎏,560 ,0,20.0 ,11200 ,560 ,20130311
20130311,5,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,小めか,0:㎏,780 ,0,21.6 ,16848 ,842 ,20130311
20130311,6,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,小めか,0:㎏,500 ,0,17.4 ,8700 ,435 ,20130311
20130311,7,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,小めか,0:㎏,560 ,0,87.0 ,48720 ,2436 ,20130311
20130311,8,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,小めか,0:㎏,497 ,0,28.6 ,14214 ,711 ,20130311
20130311,9,1,８福洋丸,福洋水産㈱,気仙沼遠洋漁業協同組合,鮪延縄,地　元　　　,0:生,小めか,0:㎏,497 ,0,33.2 ,16500 ,825 ,20130311
